BEGINTIME,HOSTCUPSEC,HOSTCUPCT,CUPSEC,DBCPUTIMRATIO, AVGACTSESS,SESSCNT,LOAD,EXECPSEC,EXECPTXN,EXECPUSERCALL,RESPTPTXN,SQLRESPT,USERCALLSPSEC,USERCALLSPTXN,USERTXNPSEC,SHRFREEPCT,ENQRPTXN,DBBCHNGPTXN,REDOPSEC_MB,REDOPTXN_MB,PARSEPTXN
2019-05-22 02:58:57 ,  000000.429 ,   001.073 ,  0000.180 ,	 0087.690 ,	  0000 ,    0399 ,  000.000 ,	 00781 ,    00033 ,	    00001 ,   000.009 ,  000.000 ,	   00952 ,	   00040 ,	 00024 ,    016.153 ,	 00015 ,    00000080 ,	   0000.33 ,	 0000.01 ,     00000
2019-05-22 02:59:57 ,  000003.289 ,   008.224 ,  0000.198 ,	 0068.860 ,	  0000 ,    0415 ,  007.000 ,	 00695 ,    00035 ,	    00001 ,   000.015 ,  000.000 ,	   00846 ,	   00043 ,	 00020 ,    016.137 ,	 00021 ,    00000143 ,	   0001.35 ,	 0000.07 ,     00001
2019-05-22 03:00:57 ,  000006.851 ,   017.127 ,  0000.861 ,	 0080.090 ,	  0001 ,    0414 ,  006.000 ,	 01107 ,    00059 ,	    00001 ,   000.057 ,  000.000 ,	   00821 ,	   00043 ,	 00019 ,    016.175 ,	 00021 ,    00000121 ,	   0000.75 ,	 0000.04 ,     00023
2019-05-22 03:01:57 ,  000005.755 ,   014.385 ,  0000.610 ,	 0091.850 ,	  0001 ,    0413 ,  005.000 ,	 01252 ,    00046 ,	    00001 ,   000.025 ,  000.000 ,	   01064 ,	   00039 ,	 00027 ,    016.154 ,	 00014 ,    00000082 ,	   0000.38 ,	 0000.01 ,     00014
2019-05-22 03:02:57 ,  000004.371 ,   010.927 ,  0000.181 ,	 0084.220 ,	  0000 ,    0413 ,  000.000 ,	 00809 ,    00033 ,	    00001 ,   000.009 ,  000.000 ,	   00966 ,	   00039 ,	 00024 ,    016.133 ,	 00015 ,    00000083 ,	   0000.35 ,	 0000.01 ,     00000
2019-05-22 03:03:57 ,  000000.454 ,   001.135 ,  0000.189 ,	 0080.780 ,	  0000 ,    0399 ,  000.000 ,	 00694 ,    00034 ,	    00001 ,   000.012 ,  000.000 ,	   00827 ,	   00041 ,	 00020 ,    016.136 ,	 00018 ,    00000082 ,	   0000.29 ,	 0000.01 ,     00001
2019-05-22 03:04:56 ,  000000.473 ,   001.183 ,  0000.194 ,	 0091.910 ,	  0000 ,    0401 ,  000.000 ,	 00801 ,    00037 ,	    00001 ,   000.010 ,  000.000 ,	   00962 ,	   00045 ,	 00021 ,    016.131 ,	 00017 ,    00000093 ,	   0000.34 ,	 0000.02 ,     00000
2019-05-22 03:05:56 ,  000000.502 ,   001.256 ,  0000.208 ,	 0088.190 ,	  0000 ,    0399 ,  000.000 ,	 00853 ,    00033 ,	    00001 ,   000.009 ,  000.000 ,	   01027 ,	   00040 ,	 00026 ,    016.112 ,	 00015 ,    00000083 ,	   0000.37 ,	 0000.01 ,     00000
2019-05-22 03:06:56 ,  000000.428 ,   001.069 ,  0000.169 ,	 0084.540 ,	  0000 ,    0399 ,  000.000 ,	 00700 ,    00034 ,	    00001 ,   000.010 ,  000.000 ,	   00824 ,	   00040 ,	 00020 ,    016.099 ,	 00018 ,    00000086 ,	   0000.30 ,	 0000.02 ,     00001
2019-05-22 03:07:56 ,  000000.475 ,   001.188 ,  0000.185 ,	 0089.880 ,	  0000 ,    0399 ,  000.000 ,	 00762 ,    00034 ,	    00001 ,   000.009 ,  000.000 ,	   00905 ,	   00040 ,	 00022 ,    016.090 ,	 00016 ,    00000085 ,	   0000.33 ,	 0000.02 ,     00000
