BEGINTIME,HOSTCUPSEC,HOSTCUPCT,CUPSEC,DBCPUTIMRATIO, AVGACTSESS,SESSCNT,LOAD,EXECPSEC,EXECPTXN,EXECPUSERCALL,RESPTPTXN,SQLRESPT,USERCALLSPSEC,USERCALLSPTXN,USERTXNPSEC,SHRFREEPCT,ENQRPTXN,DBBCHNGPTXN,REDOPSEC_MB,REDOPTXN_MB,PARSEPTXN
2019-05-22 21:58:52 ,  000002.274 ,   005.684 ,  0001.002 ,	 0098.270 ,	  0001 ,    0260 ,  002.000 ,	 00005 ,    00012 ,	    00002 ,   002.265 ,  000.006 ,	   00003 ,	   00006 ,	 00000 ,    018.061 ,	 00570 ,    00000006 ,	   0000.00 ,	 0000.00 ,     00005
2019-05-22 21:59:52 ,  000008.541 ,   021.351 ,  0001.661 ,	 0090.490 ,	  0002 ,    0264 ,  009.000 ,	 00961 ,    00126 ,	    00236 ,   000.240 ,  000.000 ,	   00004 ,	   00001 ,	 00008 ,    017.862 ,	 00056 ,    00000477 ,	   0000.57 ,	 0000.07 ,     00016
2019-05-22 22:00:52 ,  000007.924 ,   019.807 ,  0002.253 ,	 0080.410 ,	  0003 ,    0263 ,  009.000 ,	 00553 ,    00184 ,	    00165 ,   000.934 ,  000.001 ,	   00003 ,	   00001 ,	 00003 ,    017.890 ,	 00130 ,    00001239 ,	   0001.77 ,	 0000.59 ,     00112
2019-05-22 22:01:52 ,  000006.314 ,   015.784 ,  0002.650 ,	 0096.020 ,	  0003 ,    0262 ,  003.000 ,	 00562 ,    01053 ,	    00171 ,   005.175 ,  000.002 ,	   00003 ,	   00006 ,	 00001 ,    017.892 ,	 00489 ,    00000099 ,	   0000.01 ,	 0000.02 ,     01035
2019-05-22 22:02:52 ,  000005.286 ,   013.214 ,  0001.901 ,	 0094.850 ,	  0002 ,    0262 ,  005.000 ,	 00011 ,    00026 ,	    00004 ,   004.625 ,  000.011 ,	   00003 ,	   00007 ,	 00000 ,    017.892 ,	 00602 ,    00000085 ,	   0000.01 ,	 0000.01 ,     00011
2019-05-22 22:03:52 ,  000006.589 ,   016.470 ,  0001.919 ,	 0094.950 ,	  0002 ,    0262 ,  005.000 ,	 00006 ,    00012 ,	    00002 ,   004.493 ,  000.013 ,	   00003 ,	   00007 ,	 00000 ,    017.893 ,	 00569 ,    00000006 ,	   0000.00 ,	 0000.00 ,     00006
2019-05-22 22:04:52 ,  000006.578 ,   016.441 ,  0001.914 ,	 0095.530 ,	  0002 ,    0264 ,  005.000 ,	 00006 ,    00013 ,	    00002 ,   004.453 ,  000.013 ,	   00003 ,	   00008 ,	 00000 ,    017.890 ,	 00572 ,    00000009 ,	   0000.00 ,	 0000.01 ,     00007
2019-05-22 22:05:52 ,  000005.111 ,   012.775 ,  0001.922 ,	 0095.500 ,	  0002 ,    0262 ,  003.000 ,	 00006 ,    00013 ,	    00002 ,   004.473 ,  000.013 ,	   00003 ,	   00007 ,	 00000 ,    017.895 ,	 00572 ,    00000009 ,	   0000.00 ,	 0000.01 ,     00007
2019-05-22 22:06:52 ,  000003.659 ,   009.144 ,  0001.916 ,	 0095.590 ,	  0002 ,    0263 ,  003.000 ,	 00006 ,    00015 ,	    00002 ,   004.549 ,  000.013 ,	   00003 ,	   00007 ,	 00000 ,    017.894 ,	 00586 ,    00000009 ,	   0000.00 ,	 0000.00 ,     00008
2019-05-22 22:07:51 ,  000002.993 ,   007.481 ,  0001.693 ,	 0084.050 ,	  0002 ,    0262 ,  003.000 ,	 00116 ,    00089 ,	    00033 ,   001.549 ,  000.002 ,	   00004 ,	   00003 ,	 00001 ,    017.863 ,	 00228 ,    00000384 ,	   0000.08 ,	 0000.06 ,     00019
2019-05-22 22:08:51 ,  000003.165 ,   007.910 ,  0001.888 ,	 0093.430 ,	  0002 ,    0262 ,  003.000 ,	 00338 ,    00050 ,	    00118 ,   000.300 ,  000.001 ,	   00003 ,	   00000 ,	 00007 ,    017.897 ,	 00052 ,    00000193 ,	   0000.17 ,	 0000.03 ,     00009
2019-05-22 22:09:51 ,  000003.206 ,   008.015 ,  0001.841 ,	 0091.920 ,	  0002 ,    0264 ,  003.000 ,	 00233 ,    00058 ,	    00067 ,   000.503 ,  000.001 ,	   00003 ,	   00001 ,	 00004 ,    017.916 ,	 00080 ,    00000396 ,	   0000.24 ,	 0000.06 ,     00011
2019-05-22 22:10:51 ,  000003.648 ,   009.118 ,  0002.371 ,	 0084.620 ,	  0003 ,    0263 ,  005.000 ,	 00794 ,    00095 ,	    00255 ,   000.336 ,  000.001 ,	   00003 ,	   00000 ,	 00008 ,    017.993 ,	 00050 ,    00000326 ,	   0000.41 ,	 0000.05 ,     00048
2019-05-22 22:11:51 ,  000003.793 ,   009.480 ,  0002.572 ,	 0095.030 ,	  0003 ,    0262 ,  003.000 ,	 00572 ,    00780 ,	    00181 ,   003.691 ,  000.001 ,	   00003 ,	   00004 ,	 00001 ,    017.991 ,	 00361 ,    00000114 ,	   0000.02 ,	 0000.02 ,     00755
2019-05-22 22:12:51 ,  000003.128 ,   007.817 ,  0001.873 ,	 0093.510 ,	  0002 ,    0262 ,  003.000 ,	 00019 ,    00033 ,	    00006 ,   003.434 ,  000.007 ,	   00003 ,	   00005 ,	 00001 ,    017.993 ,	 00453 ,    00000113 ,	   0000.01 ,	 0000.02 ,     00011
2019-05-22 22:13:51 ,  000003.098 ,   007.743 ,  0001.874 ,	 0092.680 ,	  0002 ,    0262 ,  004.000 ,	 00016 ,    00028 ,	    00005 ,   003.467 ,  000.008 ,	   00003 ,	   00006 ,	 00001 ,    017.989 ,	 00446 ,    00000078 ,	   0000.01 ,	 0000.01 ,     00009
2019-05-22 22:14:51 ,  000003.307 ,   008.265 ,  0001.881 ,	 0093.800 ,	  0002 ,    0264 ,  004.000 ,	 00016 ,    00027 ,	    00005 ,   003.342 ,  000.007 ,	   00003 ,	   00006 ,	 00001 ,    017.991 ,	 00436 ,    00000104 ,	   0000.01 ,	 0000.01 ,     00010
2019-05-22 22:15:51 ,  000003.082 ,   007.704 ,  0001.878 ,	 0093.830 ,	  0002 ,    0262 ,  003.000 ,	 00016 ,    00027 ,	    00006 ,   003.431 ,  000.008 ,	   00003 ,	   00004 ,	 00001 ,    017.995 ,	 00445 ,    00000105 ,	   0000.01 ,	 0000.01 ,     00008
2019-05-22 22:16:51 ,  000002.471 ,   006.176 ,  0001.240 ,	 0031.040 ,	  0004 ,    0260 ,  002.000 ,	 00037 ,    00027 ,	    00013 ,   002.888 ,  000.013 ,	   00003 ,	   00002 ,	 00001 ,    018.038 ,	 00194 ,    00001615 ,	   0000.28 ,	 0000.20 ,     00007
2019-05-22 22:17:51 ,  000002.341 ,   005.850 ,  0001.006 ,	 0099.950 ,	  0001 ,    0260 ,  004.000 ,	 00010 ,    00022 ,	    00003 ,   002.323 ,  000.006 ,	   00003 ,	   00008 ,	 00000 ,    018.038 ,	 00598 ,    00000055 ,	   0000.00 ,	 0000.01 ,     00011
2019-05-22 22:18:51 ,  000002.334 ,   005.835 ,  0000.998 ,	 0097.890 ,	  0001 ,    0260 ,  002.000 ,	 00005 ,    00012 ,	    00002 ,   002.352 ,  000.007 ,	   00003 ,	   00006 ,	 00000 ,    018.038 ,	 00591 ,    00000006 ,	   0000.00 ,	 0000.00 ,     00005
2019-05-22 22:19:51 ,  000002.314 ,   005.783 ,  0001.001 ,	 0099.900 ,	  0001 ,    0262 ,  002.000 ,	 00006 ,    00013 ,	    00002 ,   002.228 ,  000.006 ,	   00003 ,	   00007 ,	 00000 ,    018.036 ,	 00572 ,    00000009 ,	   0000.00 ,	 0000.00 ,     00007
2019-05-22 22:20:51 ,  000002.838 ,   007.094 ,  0001.570 ,	 0088.850 ,	  0002 ,    0263 ,  003.000 ,	 00285 ,    00611 ,	    00076 ,   003.786 ,  000.002 ,	   00004 ,	   00008 ,	 00000 ,    018.035 ,	 00552 ,    00000012 ,	   0000.00 ,	 0000.01 ,     00605
2019-05-22 22:21:51 ,  000003.034 ,   007.584 ,  0001.738 ,	 0099.810 ,	  0002 ,    0260 ,  002.000 ,	 00557 ,    01286 ,	    00136 ,   004.019 ,  000.001 ,	   00004 ,	   00009 ,	 00000 ,    018.036 ,	 00594 ,    00000008 ,	   0000.00 ,	 0000.01 ,     01277
2019-05-22 22:22:51 ,  000002.279 ,   005.697 ,  0001.018 ,	 0099.680 ,	  0001 ,    0260 ,  002.000 ,	 00019 ,    00043 ,	    00005 ,   002.269 ,  000.004 ,	   00004 ,	   00009 ,	 00000 ,    018.007 ,	 00598 ,    00000077 ,	   0000.01 ,	 0000.01 ,     00026
2019-05-22 22:23:51 ,  000002.267 ,   005.667 ,  0001.002 ,	 0098.050 ,	  0001 ,    0260 ,  002.000 ,	 00007 ,    00015 ,	    00002 ,   002.359 ,  000.006 ,	   00003 ,	   00008 ,	 00000 ,    018.007 ,	 00592 ,    00000006 ,	   0000.00 ,	 0000.00 ,     00008
2019-05-22 22:24:51 ,  000002.468 ,   006.169 ,  0001.030 ,	 0095.680 ,	  0001 ,    0262 ,  003.000 ,	 00007 ,    00015 ,	    00002 ,   002.392 ,  000.007 ,	   00004 ,	   00009 ,	 00000 ,    018.005 ,	 00575 ,    00000010 ,	   0000.00 ,	 0000.00 ,     00009
2019-05-22 22:25:51 ,  000002.430 ,   006.073 ,  0001.001 ,	 0099.870 ,	  0001 ,    0260 ,  004.000 ,	 00005 ,    00012 ,	    00002 ,   002.313 ,  000.006 ,	   00003 ,	   00006 ,	 00000 ,    018.007 ,	 00591 ,    00000006 ,	   0000.00 ,	 0000.00 ,     00006
2019-05-22 22:26:51 ,  000002.336 ,   005.839 ,  0001.003 ,	 0100.000 ,	  0001 ,    0260 ,  002.000 ,	 00006 ,    00012 ,	    00002 ,   002.229 ,  000.006 ,	   00003 ,	   00006 ,	 00000 ,    018.007 ,	 00570 ,    00000007 ,	   0000.00 ,	 0000.00 ,     00006
2019-05-22 22:27:51 ,  000002.265 ,   005.660 ,  0001.003 ,	 0099.870 ,	  0001 ,    0260 ,  003.000 ,	 00007 ,    00015 ,	    00002 ,   002.317 ,  000.006 ,	   00003 ,	   00007 ,	 00000 ,    018.007 ,	 00595 ,    00000009 ,	   0000.00 ,	 0000.00 ,     00008
2019-05-22 22:28:51 ,  000002.400 ,   005.997 ,  0001.013 ,	 0098.210 ,	  0001 ,    0262 ,  002.000 ,	 00121 ,    00190 ,	    00043 ,   001.629 ,  000.003 ,	   00003 ,	   00004 ,	 00001 ,    018.001 ,	 00420 ,    00000039 ,	   0000.00 ,	 0000.01 ,     00013
2019-05-22 22:29:51 ,  000002.274 ,   005.684 ,  0001.001 ,	 0099.910 ,	  0001 ,    0261 ,  003.000 ,	 00007 ,    00015 ,	    00002 ,   002.148 ,  000.006 ,	   00003 ,	   00007 ,	 00000 ,    018.004 ,	 00557 ,    00000012 ,	   0000.00 ,	 0000.00 ,     00009
