BEGINTIME,HOSTCUPSEC,HOSTCUPCT,CUPSEC,DBCPUTIMRATIO, AVGACTSESS,SESSCNT,LOAD,EXECPSEC,EXECPTXN,EXECPUSERCALL,RESPTPTXN,SQLRESPT,USERCALLSPSEC,USERCALLSPTXN,USERTXNPSEC,SHRFREEPCT,ENQRPTXN,DBBCHNGPTXN,REDOPSEC_MB,REDOPTXN_MB,PARSEPTXN
2019-05-24 01:58:26 ,  000002.801 ,   007.002 ,  0001.501 ,	 0074.310 ,	  0002 ,    0311 ,  002.000 ,	 00005 ,    00018 ,	    00001 ,   007.574 ,  000.063 ,	   00006 ,	   00023 ,	 00000 ,    014.201 ,	 01041 ,    00150510 ,	   0005.39 ,	 0020.22 ,     00016
2019-05-24 01:59:26 ,  000002.847 ,   007.116 ,  0001.503 ,	 0067.810 ,	  0002 ,    0318 ,  003.000 ,	 00018 ,    00069 ,	    00002 ,   008.314 ,  000.026 ,	   00008 ,	   00030 ,	 00000 ,    014.200 ,	 01184 ,    00119663 ,	   0005.01 ,	 0018.78 ,     00039
2019-05-24 02:00:26 ,  000005.700 ,   014.244 ,  0003.983 ,	 0081.680 ,	  0005 ,    0312 ,  013.000 ,	 10143 ,    00066 ,	    00001 ,   000.032 ,  000.000 ,	   12175 ,	   00079 ,	 00154 ,    014.215 ,	 00008 ,    00000520 ,	   0011.16 ,	 0000.07 ,     00001
2019-05-24 02:01:26 ,  000013.399 ,   033.493 ,  0011.003 ,	 0085.760 ,	  0013 ,    0312 ,  013.000 ,	 34086 ,    00075 ,	    00001 ,   000.028 ,  000.000 ,	   40139 ,	   00088 ,	 00454 ,    014.207 ,	 00006 ,    00000146 ,	   0011.85 ,	 0000.03 ,     00001
2019-05-24 02:02:26 ,  000012.891 ,   032.224 ,  0010.573 ,	 0087.590 ,	  0012 ,    0311 ,  012.000 ,	 33389 ,    00268 ,	    00001 ,   000.097 ,  000.000 ,	   38419 ,	   00308 ,	 00125 ,    014.218 ,	 00008 ,    00000392 ,	   0007.98 ,	 0000.06 ,     00004
2019-05-24 02:03:26 ,  000011.674 ,   029.183 ,  0009.405 ,	 0087.620 ,	  0011 ,    0311 ,  012.000 ,	 32958 ,    00263 ,	    00001 ,   000.086 ,  000.000 ,	   38500 ,	   00307 ,	 00125 ,    014.189 ,	 00008 ,    00000390 ,	   0008.00 ,	 0000.06 ,     00000
2019-05-24 02:04:26 ,  000012.096 ,   030.236 ,  0009.503 ,	 0087.990 ,	  0011 ,    0313 ,  002.000 ,	 31827 ,    00256 ,	    00001 ,   000.087 ,  000.000 ,	   37605 ,	   00302 ,	 00124 ,    014.159 ,	 00008 ,    00000378 ,	   0007.78 ,	 0000.06 ,     00000
2019-05-24 02:05:26 ,  000011.922 ,   029.803 ,  0009.532 ,	 0086.570 ,	  0011 ,    0311 ,  012.000 ,	 30826 ,    00247 ,	    00001 ,   000.088 ,  000.000 ,	   37267 ,	   00299 ,	 00125 ,    014.147 ,	 00008 ,    00000365 ,	   0007.49 ,	 0000.06 ,     00000
2019-05-24 02:06:26 ,  000012.456 ,   031.138 ,  0010.112 ,	 0088.040 ,	  0011 ,    0311 ,  013.000 ,	 32825 ,    00244 ,	    00001 ,   000.085 ,  000.000 ,	   39677 ,	   00295 ,	 00135 ,    014.192 ,	 00008 ,    00000358 ,	   0007.92 ,	 0000.06 ,     00000
2019-05-24 02:07:26 ,  000012.451 ,   031.125 ,  0010.092 ,	 0087.540 ,	  0012 ,    0311 ,  012.000 ,	 33092 ,    00203 ,	    00001 ,   000.071 ,  000.000 ,	   40005 ,	   00246 ,	 00163 ,    014.141 ,	 00007 ,    00000300 ,	   0008.08 ,	 0000.05 ,     00000
