BEGINTIME,HOSTCUPSEC,HOSTCUPCT,CUPSEC,DBCPUTIMRATIO, AVGACTSESS,SESSCNT,LOAD,EXECPSEC,EXECPTXN,EXECPUSERCALL,RESPTPTXN,SQLRESPT,USERCALLSPSEC,USERCALLSPTXN,USERTXNPSEC,SHRFREEPCT,ENQRPTXN,DBBCHNGPTXN,REDOPSEC_MB,REDOPTXN_MB,PARSEPTXN
2019-05-21 19:58:57 ,  000000.203 ,   000.507 ,  0000.003 ,	 0082.950 ,	  0000 ,    0381 ,  000.000 ,	 00005 ,    00023 ,	    00001 ,   000.015 ,  000.000 ,	   00006 ,	   00027 ,	 00000 ,    013.433 ,	 01100 ,    00000009 ,	   0000.00 ,	 0000.00 ,     00021
2019-05-21 19:59:57 ,  000000.918 ,   002.295 ,  0000.468 ,	 0077.250 ,	  0001 ,    0263 ,  001.000 ,	 00026 ,    00064 ,	    00000 ,   001.514 ,  000.002 ,	   00172 ,	   00431 ,	 00000 ,    015.409 ,	 00853 ,    00019805 ,	   0002.50 ,	 0006.24 ,     00049
2019-05-21 20:00:57 ,  000001.545 ,   003.862 ,  0000.797 ,	 0076.480 ,	  0001 ,    0269 ,  002.000 ,	 00445 ,    02966 ,	    00002 ,   006.953 ,  000.001 ,	   00238 ,	   01588 ,	 00000 ,    015.389 ,	 01776 ,    00009477 ,	   0000.22 ,	 0001.43 ,     02690
2019-05-21 20:01:57 ,  000001.592 ,   003.978 ,  0000.455 ,	 0098.210 ,	  0000 ,    0268 ,  002.000 ,	 00377 ,    02056 ,	    00002 ,   002.530 ,  000.000 ,	   00181 ,	   00988 ,	 00000 ,    015.380 ,	 01431 ,    00000012 ,	   0000.00 ,	 0000.02 ,     02038
2019-05-21 20:02:57 ,  000001.804 ,   004.510 ,  0000.044 ,	 0068.720 ,	  0000 ,    0268 ,  001.000 ,	 00023 ,    00128 ,	    00000 ,   000.351 ,  000.000 ,	   00218 ,	   01188 ,	 00000 ,    015.378 ,	 01533 ,    00000014 ,	   0000.00 ,	 0000.00 ,     00094
2019-05-21 20:03:57 ,  000001.894 ,   004.735 ,  0000.050 ,	 0072.200 ,	  0000 ,    0268 ,  003.000 ,	 00024 ,    00134 ,	    00000 ,   000.380 ,  000.000 ,	   00221 ,	   01204 ,	 00000 ,    015.376 ,	 01548 ,    00000012 ,	   0000.00 ,	 0000.00 ,     00104
2019-05-21 20:04:57 ,  000002.753 ,   006.882 ,  0000.025 ,	 0047.220 ,	  0000 ,    0270 ,  004.000 ,	 00016 ,    00082 ,	    00001 ,   000.262 ,  000.001 ,	   00032 ,	   00160 ,	 00000 ,    015.373 ,	 01359 ,    00000021 ,	   0000.00 ,	 0000.02 ,     00058
2019-05-21 20:05:57 ,  000002.754 ,   006.884 ,  0000.036 ,	 0074.980 ,	  0000 ,    0268 ,  002.000 ,	 00023 ,    00125 ,	    00000 ,   000.261 ,  000.000 ,	   00198 ,	   01078 ,	 00000 ,    015.375 ,	 01540 ,    00000181 ,	   0000.01 ,	 0000.03 ,     00095
2019-05-21 20:06:57 ,  000002.783 ,   006.958 ,  0000.033 ,	 0069.630 ,	  0000 ,    0268 ,  004.000 ,	 00017 ,    00094 ,	    00000 ,   000.257 ,  000.000 ,	   00203 ,	   01106 ,	 00000 ,    015.374 ,	 01504 ,    00000009 ,	   0000.00 ,	 0000.00 ,     00067
2019-05-21 20:07:57 ,  000003.710 ,   009.272 ,  0000.029 ,	 0085.780 ,	  0000 ,    0268 ,  004.000 ,	 00009 ,    00049 ,	    00000 ,   000.187 ,  000.000 ,	   00181 ,	   00988 ,	 00000 ,    015.373 ,	 01444 ,    00000015 ,	   0000.00 ,	 0000.00 ,     00031
2019-05-21 20:08:57 ,  000002.450 ,   006.124 ,  0000.016 ,	 0080.450 ,	  0000 ,    0268 ,  002.000 ,	 00007 ,    00038 ,	    00000 ,   000.106 ,  000.000 ,	   00176 ,	   00962 ,	 00000 ,    015.373 ,	 01438 ,    00000012 ,	   0000.00 ,	 0000.00 ,     00027
2019-05-21 20:09:57 ,  000000.805 ,   002.012 ,  0000.064 ,	 0062.490 ,	  0000 ,    0270 ,  000.000 ,	 00062 ,    00308 ,	    00000 ,   000.515 ,  000.000 ,	   00194 ,	   00970 ,	 00000 ,    015.368 ,	 01323 ,    00000019 ,	   0000.00 ,	 0000.00 ,     00091
2019-05-21 20:10:57 ,  000013.837 ,   034.587 ,  0011.206 ,	 0065.130 ,	  0017 ,    0362 ,  056.000 ,	 00988 ,    00294 ,	    00003 ,   005.123 ,  000.005 ,	   00305 ,	   00091 ,	 00003 ,    014.548 ,	 00132 ,    00001161 ,	   0000.85 ,	 0000.25 ,     00135
2019-05-21 20:11:56 ,  000016.241 ,   040.597 ,  0009.405 ,	 0074.630 ,	  0013 ,    0282 ,  008.000 ,	 01337 ,    00159 ,	    00007 ,   001.495 ,  000.003 ,	   00181 ,	   00021 ,	 00008 ,    013.843 ,	 00047 ,    00009369 ,	   0016.92 ,	 0002.01 ,     00079
2019-05-21 20:12:56 ,  000008.030 ,   020.071 ,  0000.025 ,	 0094.060 ,	  0000 ,    0282 ,  008.000 ,	 02116 ,    00226 ,	    00011 ,   000.003 ,  000.000 ,	   00199 ,	   00021 ,	 00009 ,    013.022 ,	 00031 ,    00000306 ,	   0000.85 ,	 0000.09 ,     00061
2019-05-21 20:13:56 ,  000007.677 ,   019.189 ,  0000.013 ,	 0094.500 ,	  0000 ,    0282 ,  008.000 ,	 00540 ,    00438 ,	    00003 ,   000.011 ,  000.000 ,	   00170 ,	   00138 ,	 00001 ,    012.734 ,	 00215 ,    00001247 ,	   0000.14 ,	 0000.11 ,     00237
