BEGINTIME,HOSTCUPSEC,HOSTCUPCT,CUPSEC,DBCPUTIMRATIO, AVGACTSESS,SESSCNT,LOAD,EXECPSEC,EXECPTXN,EXECPUSERCALL,RESPTPTXN,SQLRESPT,USERCALLSPSEC,USERCALLSPTXN,USERTXNPSEC,SHRFREEPCT,ENQRPTXN,DBBCHNGPTXN,REDOPSEC_MB,REDOPTXN_MB,PARSEPTXN
2019-05-23 04:58:26 ,  000014.023 ,   035.054 ,  0014.050 ,	 0095.630 ,	  0015 ,    0929 ,  009.000 ,	 00010 ,    00042 ,	    00000 ,   062.998 ,  000.055 ,	   00196 ,	   00841 ,	 00000 ,    015.530 ,	 01193 ,    00000286 ,	   0000.02 ,	 0000.07 ,     00036
2019-05-23 04:59:26 ,  000009.349 ,   023.366 ,  0008.993 ,	 0089.890 ,	  0010 ,    0929 ,  007.000 ,	 00032 ,    00069 ,	    00000 ,   021.438 ,  000.040 ,	   00108 ,	   00232 ,	 00000 ,    015.499 ,	 00731 ,    00003561 ,	   0001.46 ,	 0003.13 ,     00053
2019-05-23 05:00:26 ,  000006.582 ,   016.452 ,  0006.308 ,	 0085.830 ,	  0007 ,    0925 ,  008.000 ,	 00042 ,    00181 ,	    00000 ,   031.494 ,  000.027 ,	   00097 ,	   00415 ,	 00000 ,    015.478 ,	 01168 ,    00000041 ,	   0000.00 ,	 0000.01 ,     00177
2019-05-23 05:01:26 ,  000005.274 ,   013.182 ,  0005.073 ,	 0082.550 ,	  0006 ,    0923 ,  005.000 ,	 00610 ,    02613 ,	    00008 ,   026.335 ,  000.003 ,	   00072 ,	   00309 ,	 00000 ,    015.445 ,	 01141 ,    00000034 ,	   0000.00 ,	 0000.01 ,     02602
2019-05-23 05:02:26 ,  000005.857 ,   014.638 ,  0004.451 ,	 0081.190 ,	  0005 ,    0920 ,  069.000 ,	 00235 ,    00945 ,	    00002 ,   022.070 ,  000.006 ,	   00107 ,	   00432 ,	 00000 ,    015.393 ,	 01085 ,    00000051 ,	   0000.00 ,	 0000.01 ,     00932
2019-05-23 05:03:26 ,  000021.367 ,   053.416 ,  0013.887 ,	 0091.080 ,	  0015 ,    0920 ,  021.000 ,	 00013 ,    00059 ,	    00000 ,   069.429 ,  000.062 ,	   00172 ,	   00782 ,	 00000 ,    015.377 ,	 01203 ,    00000097 ,	   0000.01 ,	 0000.03 ,     00050
2019-05-23 05:04:26 ,  000019.510 ,   048.778 ,  0011.662 ,	 0094.310 ,	  0012 ,    0921 ,  019.000 ,	 00012 ,    00048 ,	    00000 ,   049.478 ,  000.048 ,	   00177 ,	   00710 ,	 00000 ,    015.357 ,	 01073 ,    00000044 ,	   0000.01 ,	 0000.03 ,     00045
2019-05-23 05:05:26 ,  000013.746 ,   034.360 ,  0010.071 ,	 0091.980 ,	  0011 ,    0918 ,  011.000 ,	 00007 ,    00030 ,	    00000 ,   046.937 ,  000.073 ,	   00109 ,	   00465 ,	 00000 ,    015.349 ,	 01114 ,    00000019 ,	   0000.00 ,	 0000.01 ,     00029
2019-05-23 05:06:26 ,  000012.850 ,   032.127 ,  0008.519 ,	 0090.990 ,	  0009 ,    0918 ,  009.000 ,	 00007 ,    00030 ,	    00000 ,   040.140 ,  000.050 ,	   00150 ,	   00641 ,	 00000 ,    015.345 ,	 01114 ,    00000019 ,	   0000.00 ,	 0000.00 ,     00028
2019-05-23 05:07:26 ,  000012.113 ,   030.283 ,  0008.332 ,	 0061.500 ,	  0014 ,    0838 ,  029.000 ,	 00014 ,    00061 ,	    00000 ,   058.143 ,  000.043 ,	   00247 ,	   01060 ,	 00000 ,    015.381 ,	 01129 ,    00000018 ,	   0000.00 ,	 0000.00 ,     00043
