BEGINTIME,HOSTCUPSEC,HOSTCUPCT,CUPSEC,DBCPUTIMRATIO, AVGACTSESS,SESSCNT,LOAD,EXECPSEC,EXECPTXN,EXECPUSERCALL,RESPTPTXN,SQLRESPT,USERCALLSPSEC,USERCALLSPTXN,USERTXNPSEC,SHRFREEPCT,ENQRPTXN,DBBCHNGPTXN,REDOPSEC_MB,REDOPTXN_MB,PARSEPTXN
2019-05-22 04:57:22 ,  000004.577 ,   011.440 ,  0004.324 ,	 0085.020 ,	  0005 ,    0711 ,  004.000 ,	 00008 ,    00035 ,	    00000 ,   021.801 ,  000.020 ,	   00208 ,	   00893 ,	 00000 ,    017.434 ,	 01139 ,    00000024 ,	   0000.00 ,	 0000.00 ,     00028
2019-05-22 04:58:22 ,  000003.933 ,   009.829 ,  0003.643 ,	 0075.020 ,	  0005 ,    0711 ,  004.000 ,	 00005 ,    00022 ,	    00000 ,   020.813 ,  000.027 ,	   00155 ,	   00663 ,	 00000 ,    017.434 ,	 01102 ,    00000014 ,	   0000.00 ,	 0000.00 ,     00020
2019-05-22 04:59:22 ,  000004.660 ,   011.623 ,  0004.103 ,	 0060.580 ,	  0007 ,    0876 ,  056.000 ,	 00016 ,    00059 ,	    00000 ,   025.423 ,  000.030 ,	   00165 ,	   00619 ,	 00000 ,    017.190 ,	 01082 ,    00000108 ,	   0000.01 ,	 0000.03 ,     00042
2019-05-22 05:00:22 ,  000031.954 ,   080.059 ,  0031.553 ,	 0056.430 ,	  0056 ,    1032 ,  032.000 ,	 00046 ,    00105 ,	    00000 ,   127.814 ,  000.132 ,	   00111 ,	   00254 ,	 00000 ,    017.191 ,	 01158 ,    00004009 ,	   0001.48 ,	 0003.37 ,     00089
2019-05-22 05:01:21 ,  000035.259 ,   073.242 ,  0026.307 ,	 0072.200 ,	  0036 ,    1032 ,  126.000 ,	 00774 ,    02032 ,	    00006 ,   095.703 ,  000.013 ,	   00135 ,	   00355 ,	 00000 ,    017.173 ,	 01591 ,    00000058 ,	   0000.00 ,	 0000.01 ,     02025
2019-05-22 05:02:21 ,  000039.822 ,   100.000 ,  0039.691 ,	 0049.770 ,	  0080 ,    1007 ,  092.000 ,	 00006 ,    00025 ,	    00000 ,   334.518 ,  000.856 ,	   00027 ,	   00111 ,	 00000 ,    017.187 ,	 00498 ,    00000013 ,	   0000.00 ,	 0000.00 ,     00023
2019-05-22 05:04:36 ,  000032.530 ,   096.204 ,  0038.482 ,	 0082.290 ,	  0047 ,    0982 ,  031.000 ,	 00007 ,    00036 ,	    00000 ,   252.547 ,  000.409 ,	   00030 ,	   00160 ,	 00000 ,    017.167 ,	 01219 ,    00000036 ,	   0000.00 ,	 0000.02 ,     00031
2019-05-22 05:05:52 ,  000020.640 ,   051.604 ,  0020.565 ,	 0097.270 ,	  0021 ,    0964 ,  014.000 ,	 00018 ,    00078 ,	    00000 ,   090.637 ,  000.083 ,	   00079 ,	   00338 ,	 00000 ,    017.139 ,	 01410 ,    00000068 ,	   0000.01 ,	 0000.03 ,     00070
2019-05-22 05:06:52 ,  000010.040 ,   025.096 ,  0009.790 ,	 0094.480 ,	  0010 ,    0957 ,  008.000 ,	 00027 ,    00115 ,	    00000 ,   044.414 ,  000.034 ,	   00175 ,	   00749 ,	 00000 ,    017.121 ,	 01339 ,    00000559 ,	   0000.02 ,	 0000.10 ,     00082
2019-05-22 05:07:52 ,  000006.933 ,   017.330 ,  0006.631 ,	 0092.130 ,	  0007 ,    0954 ,  041.000 ,	 00013 ,    00055 ,	    00000 ,   030.855 ,  000.032 ,	   00138 ,	   00590 ,	 00000 ,    017.105 ,	 01167 ,    00000042 ,	   0000.00 ,	 0000.01 ,     00051
