BEGINTIME,HOSTCUPSEC,HOSTCUPCT,CUPSEC,DBCPUTIMRATIO, AVGACTSESS,SESSCNT,LOAD,EXECPSEC,EXECPTXN,EXECPUSERCALL,RESPTPTXN,SQLRESPT,USERCALLSPSEC,USERCALLSPTXN,USERTXNPSEC,SHRFREEPCT,ENQRPTXN,DBBCHNGPTXN,REDOPSEC_MB,REDOPTXN_MB,PARSEPTXN
2019-05-21 22:58:56 ,  000003.146 ,   007.864 ,  0001.002 ,	 0099.940 ,	  0001 ,    0267 ,  002.000 ,	 00003 ,    00013 ,	    00001 ,   004.297 ,  000.036 ,	   00003 ,	   00013 ,	 00000 ,    010.132 ,	 01098 ,    00000011 ,	   0000.00 ,	 0000.00 ,     00011
2019-05-21 22:59:56 ,  000002.550 ,   006.372 ,  0001.007 ,	 0099.710 ,	  0001 ,    0268 ,  002.000 ,	 00022 ,    00047 ,	    00005 ,   002.163 ,  000.011 ,	   00004 ,	   00009 ,	 00000 ,    010.126 ,	 00697 ,    00003491 ,	   0001.44 ,	 0003.08 ,     00036
2019-05-21 23:00:56 ,  000003.353 ,   008.380 ,  0001.725 ,	 0089.730 ,	  0002 ,    0268 ,  004.000 ,	 00414 ,    01772 ,	    00114 ,   008.241 ,  000.002 ,	   00004 ,	   00016 ,	 00000 ,    010.126 ,	 01116 ,    00000070 ,	   0000.00 ,	 0000.01 ,     01765
2019-05-21 23:01:56 ,  000002.823 ,   007.056 ,  0001.452 ,	 0099.700 ,	  0001 ,    0267 ,  004.000 ,	 00354 ,    01632 ,	    00123 ,   006.722 ,  000.001 ,	   00003 ,	   00013 ,	 00000 ,    010.126 ,	 01180 ,    00000008 ,	   0000.00 ,	 0000.00 ,     01629
2019-05-21 23:02:56 ,  000002.215 ,   005.537 ,  0001.001 ,	 0099.970 ,	  0001 ,    0267 ,  002.000 ,	 00003 ,    00012 ,	    00001 ,   004.294 ,  000.038 ,	   00003 ,	   00012 ,	 00000 ,    010.126 ,	 01095 ,    00000009 ,	   0000.00 ,	 0000.00 ,     00010
2019-05-21 23:03:56 ,  000002.552 ,   006.379 ,  0001.003 ,	 0099.860 ,	  0001 ,    0267 ,  002.000 ,	 00003 ,    00013 ,	    00001 ,   004.304 ,  000.035 ,	   00003 ,	   00014 ,	 00000 ,    010.126 ,	 01098 ,    00000010 ,	   0000.00 ,	 0000.00 ,     00011
2019-05-21 23:04:56 ,  000002.600 ,   006.498 ,  0001.007 ,	 0099.880 ,	  0001 ,    0269 ,  002.000 ,	 00004 ,    00018 ,	    00001 ,   004.032 ,  000.030 ,	   00004 ,	   00015 ,	 00000 ,    010.124 ,	 01034 ,    00000018 ,	   0000.01 ,	 0000.02 ,     00016
2019-05-21 23:05:56 ,  000002.274 ,   005.684 ,  0001.012 ,	 0098.290 ,	  0001 ,    0267 ,  002.000 ,	 00009 ,    00040 ,	    00003 ,   004.756 ,  000.024 ,	   00003 ,	   00015 ,	 00000 ,    010.127 ,	 01236 ,    00000129 ,	   0000.00 ,	 0000.02 ,     00033
2019-05-21 23:06:56 ,  000002.676 ,   006.688 ,  0001.000 ,	 0099.900 ,	  0001 ,    0267 ,  002.000 ,	 00003 ,    00012 ,	    00001 ,   004.289 ,  000.038 ,	   00003 ,	   00013 ,	 00000 ,    010.127 ,	 01094 ,    00000007 ,	   0000.00 ,	 0000.00 ,     00010
2019-05-21 23:07:56 ,  000002.795 ,   006.987 ,  0001.015 ,	 0099.870 ,	  0001 ,    0267 ,  002.000 ,	 00005 ,    00021 ,	    00002 ,   004.357 ,  000.018 ,	   00003 ,	   00013 ,	 00000 ,    010.105 ,	 01095 ,    00000009 ,	   0000.00 ,	 0000.00 ,     00018
2019-05-21 23:08:56 ,  000002.584 ,   006.459 ,  0001.003 ,	 0099.900 ,	  0001 ,    0267 ,  002.000 ,	 00003 ,    00014 ,	    00001 ,   004.306 ,  000.035 ,	   00003 ,	   00014 ,	 00000 ,    010.105 ,	 01099 ,    00000011 ,	   0000.00 ,	 0000.00 ,     00012
2019-05-21 23:09:56 ,  000002.498 ,   006.243 ,  0001.004 ,	 0099.910 ,	  0001 ,    0269 ,  002.000 ,	 00006 ,    00025 ,	    00002 ,   004.309 ,  000.021 ,	   00004 ,	   00016 ,	 00000 ,    010.102 ,	 01109 ,    00000019 ,	   0000.00 ,	 0000.00 ,     00023
2019-05-21 23:10:56 ,  000003.384 ,   008.459 ,  0001.721 ,	 0089.320 ,	  0002 ,    0268 ,  004.000 ,	 00364 ,    01559 ,	    00106 ,   008.255 ,  000.002 ,	   00003 ,	   00015 ,	 00000 ,    010.104 ,	 01109 ,    00000009 ,	   0000.00 ,	 0000.00 ,     01557
2019-05-21 23:11:56 ,  000003.658 ,   009.142 ,  0001.525 ,	 0099.620 ,	  0002 ,    0267 ,  003.000 ,	 00401 ,    01720 ,	    00136 ,   006.559 ,  000.001 ,	   00003 ,	   00013 ,	 00000 ,    010.104 ,	 01096 ,    00000009 ,	   0000.00 ,	 0000.00 ,     01717
2019-05-21 23:12:56 ,  000002.387 ,   005.966 ,  0000.999 ,	 0099.850 ,	  0001 ,    0267 ,  003.000 ,	 00003 ,    00012 ,	    00001 ,   004.291 ,  000.038 ,	   00003 ,	   00012 ,	 00000 ,    010.104 ,	 01095 ,    00000010 ,	   0000.00 ,	 0000.00 ,     00010
2019-05-21 23:13:56 ,  000002.284 ,   005.709 ,  0001.004 ,	 0099.870 ,	  0001 ,    0267 ,  002.000 ,	 00003 ,    00014 ,	    00001 ,   004.640 ,  000.036 ,	   00003 ,	   00015 ,	 00000 ,    010.104 ,	 01182 ,    00000011 ,	   0000.00 ,	 0000.00 ,     00012
2019-05-21 23:14:56 ,  000002.670 ,   006.674 ,  0001.006 ,	 0099.400 ,	  0001 ,    0269 ,  002.000 ,	 00004 ,    00018 ,	    00001 ,   004.049 ,  000.031 ,	   00004 ,	   00015 ,	 00000 ,    010.102 ,	 01034 ,    00000016 ,	   0000.00 ,	 0000.00 ,     00016
2019-05-21 23:15:56 ,  000002.359 ,   005.896 ,  0001.001 ,	 0097.980 ,	  0001 ,    0267 ,  002.000 ,	 00003 ,    00013 ,	    00001 ,   004.381 ,  000.037 ,	   00003 ,	   00012 ,	 00000 ,    010.104 ,	 01098 ,    00000010 ,	   0000.00 ,	 0000.00 ,     00011
2019-05-21 23:16:56 ,  000002.515 ,   006.286 ,  0001.002 ,	 0099.940 ,	  0001 ,    0267 ,  002.000 ,	 00003 ,    00011 ,	    00001 ,   004.295 ,  000.039 ,	   00003 ,	   00011 ,	 00000 ,    010.104 ,	 01094 ,    00000007 ,	   0000.00 ,	 0000.00 ,     00009
2019-05-21 23:17:56 ,  000002.449 ,   006.121 ,  0001.000 ,	 0099.800 ,	  0001 ,    0267 ,  002.000 ,	 00003 ,    00012 ,	    00001 ,   004.625 ,  000.039 ,	   00003 ,	   00012 ,	 00000 ,    010.104 ,	 01177 ,    00000009 ,	   0000.00 ,	 0000.00 ,     00010
2019-05-21 23:18:56 ,  000002.377 ,   005.941 ,  0000.999 ,	 0099.650 ,	  0001 ,    0267 ,  002.000 ,	 00003 ,    00013 ,	    00001 ,   004.298 ,  000.036 ,	   00003 ,	   00013 ,	 00000 ,    010.104 ,	 01097 ,    00000011 ,	   0000.00 ,	 0000.00 ,     00011
2019-05-21 23:19:56 ,  000002.248 ,   005.618 ,  0001.001 ,	 0099.650 ,	  0001 ,    0269 ,  002.000 ,	 00004 ,    00017 ,	    00001 ,   004.018 ,  000.031 ,	   00003 ,	   00014 ,	 00000 ,    010.102 ,	 01033 ,    00000018 ,	   0000.00 ,	 0000.00 ,     00016
2019-05-21 23:20:56 ,  000003.118 ,   007.792 ,  0001.729 ,	 0090.220 ,	  0002 ,    0268 ,  003.000 ,	 00427 ,    01830 ,	    00103 ,   008.211 ,  000.001 ,	   00004 ,	   00018 ,	 00000 ,    010.099 ,	 01137 ,    00000129 ,	   0000.00 ,	 0000.02 ,     01818
2019-05-21 23:21:56 ,  000002.590 ,   006.474 ,  0001.428 ,	 0099.880 ,	  0001 ,    0267 ,  002.000 ,	 00349 ,    01609 ,	    00094 ,   006.598 ,  000.001 ,	   00004 ,	   00017 ,	 00000 ,    010.099 ,	 01183 ,    00000010 ,	   0000.00 ,	 0000.00 ,     01607
2019-05-21 23:22:56 ,  000002.760 ,   006.901 ,  0001.010 ,	 0099.850 ,	  0001 ,    0267 ,  002.000 ,	 00003 ,    00015 ,	    00001 ,   004.336 ,  000.036 ,	   00003 ,	   00014 ,	 00000 ,    010.096 ,	 01091 ,    00000010 ,	   0000.00 ,	 0000.00 ,     00012
2019-05-21 23:23:56 ,  000003.906 ,   009.764 ,  0001.007 ,	 0099.940 ,	  0001 ,    0267 ,  003.000 ,	 00004 ,    00019 ,	    00001 ,   004.319 ,  000.033 ,	   00004 ,	   00016 ,	 00000 ,    010.096 ,	 01099 ,    00000011 ,	   0000.00 ,	 0000.00 ,     00017
2019-05-21 23:24:56 ,  000002.735 ,   006.837 ,  0001.028 ,	 0096.690 ,	  0001 ,    0269 ,  002.000 ,	 00005 ,    00021 ,	    00001 ,   004.251 ,  000.029 ,	   00005 ,	   00018 ,	 00000 ,    010.094 ,	 01038 ,    00000019 ,	   0000.00 ,	 0000.00 ,     00019
2019-05-21 23:25:56 ,  000003.295 ,   008.236 ,  0001.004 ,	 0098.390 ,	  0001 ,    0267 ,  003.000 ,	 00003 ,    00013 ,	    00001 ,   004.710 ,  000.038 ,	   00003 ,	   00013 ,	 00000 ,    010.096 ,	 01180 ,    00000009 ,	   0000.00 ,	 0000.00 ,     00011
