BEGINTIME,HOSTCUPSEC,HOSTCUPCT,CUPSEC,DBCPUTIMRATIO, AVGACTSESS,SESSCNT,LOAD,EXECPSEC,EXECPTXN,EXECPUSERCALL,RESPTPTXN,SQLRESPT,USERCALLSPSEC,USERCALLSPTXN,USERTXNPSEC,SHRFREEPCT,ENQRPTXN,DBBCHNGPTXN,REDOPSEC_MB,REDOPTXN_MB,PARSEPTXN
2019-05-20 20:58:53 ,  000003.610 ,   009.023 ,  0000.008 ,	 0028.180 ,	  0000 ,    0260 ,  004.000 ,	 00007 ,    00036 ,	    00001 ,   000.146 ,  000.001 ,	   00010 ,	   00055 ,	 00000 ,    025.600 ,	 01417 ,    00000016 ,	   0000.00 ,	 0000.00 ,     00024
2019-05-20 20:59:53 ,  000004.459 ,   011.145 ,  0000.331 ,	 0055.250 ,	  0001 ,    0272 ,  006.000 ,	 00067 ,    00160 ,	    00008 ,   001.438 ,  000.003 ,	   00008 ,	   00020 ,	 00000 ,    025.564 ,	 00779 ,    00003282 ,	   0001.17 ,	 0002.81 ,     00067
2019-05-20 21:00:53 ,  000006.453 ,   016.129 ,  0001.178 ,	 0059.640 ,	  0002 ,    0270 ,  006.000 ,	 00394 ,    02149 ,	    00005 ,   010.779 ,  000.002 ,	   00072 ,	   00393 ,	 00000 ,    025.566 ,	 01405 ,    00000010 ,	   0000.00 ,	 0000.00 ,     02140
2019-05-20 21:01:53 ,  000006.175 ,   015.436 ,  0001.336 ,	 0099.650 ,	  0001 ,    0269 ,  005.000 ,	 00308 ,    01679 ,	    00051 ,   007.313 ,  000.001 ,	   00006 ,	   00033 ,	 00000 ,    025.566 ,	 01408 ,    00000013 ,	   0000.00 ,	 0000.00 ,     01671
2019-05-20 21:02:53 ,  000005.929 ,   014.821 ,  0000.991 ,	 0099.810 ,	  0001 ,    0269 ,  006.000 ,	 00005 ,    00026 ,	    00000 ,   005.418 ,  000.007 ,	   00110 ,	   00600 ,	 00000 ,    025.566 ,	 01401 ,    00000008 ,	   0000.00 ,	 0000.00 ,     00017
2019-05-20 21:03:53 ,  000004.843 ,   012.106 ,  0001.019 ,	 0097.290 ,	  0001 ,    0269 ,  005.000 ,	 00014 ,    00078 ,	    00000 ,   005.713 ,  000.016 ,	   00029 ,	   00157 ,	 00000 ,    025.565 ,	 01480 ,    00000014 ,	   0000.00 ,	 0000.01 ,     00056
2019-05-20 21:04:53 ,  000005.751 ,   014.379 ,  0001.009 ,	 0099.260 ,	  0001 ,    0272 ,  006.000 ,	 00015 ,    00074 ,	    00001 ,   005.085 ,  000.017 ,	   00017 ,	   00084 ,	 00000 ,    025.561 ,	 01373 ,    00000145 ,	   0000.01 ,	 0000.04 ,     00054
2019-05-20 21:05:53 ,  000005.498 ,   013.744 ,  0001.015 ,	 0099.540 ,	  0001 ,    0270 ,  004.000 ,	 00010 ,    00053 ,	    00001 ,   005.564 ,  000.022 ,	   00017 ,	   00094 ,	 00000 ,    025.563 ,	 01453 ,    00000009 ,	   0000.00 ,	 0000.00 ,     00034
2019-05-20 21:06:53 ,  000004.335 ,   010.836 ,  0001.005 ,	 0099.520 ,	  0001 ,    0270 ,  004.000 ,	 00006 ,    00032 ,	    00001 ,   005.511 ,  000.028 ,	   00007 ,	   00038 ,	 00000 ,    025.563 ,	 01421 ,    00000014 ,	   0000.00 ,	 0000.00 ,     00024
2019-05-20 21:07:53 ,  000003.030 ,   007.572 ,  0001.052 ,	 0097.370 ,	  0001 ,    0271 ,  002.000 ,	 00045 ,    00245 ,	    00002 ,   005.894 ,  000.002 ,	   00023 ,	   00126 ,	 00000 ,    025.553 ,	 01425 ,    00000008 ,	   0000.00 ,	 0000.00 ,     00079
