BEGINTIME,HOSTCUPSEC,HOSTCUPCT,CUPSEC,DBCPUTIMRATIO, AVGACTSESS,SESSCNT,LOAD,EXECPSEC,EXECPTXN,EXECPUSERCALL,RESPTPTXN,SQLRESPT,USERCALLSPSEC,USERCALLSPTXN,USERTXNPSEC,SHRFREEPCT,ENQRPTXN,DBBCHNGPTXN,REDOPSEC_MB,REDOPTXN_MB,PARSEPTXN
2019-05-23 11:58:26 ,  000007.696 ,   019.238 ,  0001.555 ,	 0049.410 ,	  0003 ,    0392 ,  008.000 ,	 00472 ,    00337 ,	    00000 ,   002.248 ,  000.001 ,	   03131 ,	   02236 ,	 00001 ,    014.067 ,	 00193 ,    00000061 ,	   0000.02 ,	 0000.01 ,     00067
2019-05-23 11:59:26 ,  000008.951 ,   022.375 ,  0002.838 ,	 0072.200 ,	  0004 ,    0395 ,  013.000 ,	 01618 ,    00020 ,	    00000 ,   000.049 ,  000.001 ,	   04750 ,	   00059 ,	 00080 ,    014.042 ,	 00006 ,    00000046 ,	   0000.74 ,	 0000.01 ,     00003
2019-05-23 12:00:26 ,  000013.259 ,   033.143 ,  0006.401 ,	 0076.870 ,	  0008 ,    0392 ,  014.000 ,	 14777 ,    00017 ,	    00001 ,   000.009 ,  000.000 ,	   20800 ,	   00024 ,	 00877 ,    014.039 ,	 00003 ,    00000006 ,	   0002.02 ,	 0000.00 ,     00001
2019-05-23 12:01:26 ,  000011.188 ,   027.968 ,  0004.874 ,	 0084.610 ,	  0006 ,    0393 ,  010.000 ,	 04711 ,    00020 ,	    00001 ,   000.025 ,  000.001 ,	   07703 ,	   00033 ,	 00234 ,    014.034 ,	 00004 ,    00000009 ,	   0000.43 ,	 0000.00 ,     00004
2019-05-23 12:02:26 ,  000008.790 ,   021.975 ,  0002.854 ,	 0096.120 ,	  0003 ,    0392 ,  008.000 ,	 00723 ,    00374 ,	    00000 ,   001.536 ,  000.001 ,	   02933 ,	   01517 ,	 00002 ,    014.031 ,	 00138 ,    00000025 ,	   0000.01 ,	 0000.01 ,     00217
2019-05-23 12:03:26 ,  000008.558 ,   021.396 ,  0002.400 ,	 0095.440 ,	  0003 ,    0392 ,  008.000 ,	 00295 ,    00739 ,	    00000 ,   006.290 ,  000.001 ,	   02574 ,	   06436 ,	 00000 ,    014.031 ,	 00657 ,    00000063 ,	   0000.00 ,	 0000.01 ,     00175
2019-05-23 12:04:26 ,  000008.452 ,   021.128 ,  0002.301 ,	 0093.260 ,	  0002 ,    0394 ,  008.000 ,	 00286 ,    00217 ,	    00000 ,   001.873 ,  000.001 ,	   02593 ,	   01969 ,	 00001 ,    014.005 ,	 00203 ,    00000041 ,	   0000.01 ,	 0000.01 ,     00064
2019-05-23 12:05:26 ,  000008.597 ,   021.489 ,  0002.404 ,	 0093.330 ,	  0003 ,    0392 ,  008.000 ,	 00382 ,    00124 ,	    00000 ,   000.840 ,  000.001 ,	   02839 ,	   00926 ,	 00003 ,    014.003 ,	 00089 ,    00000040 ,	   0000.03 ,	 0000.01 ,     00029
2019-05-23 12:06:26 ,  000008.883 ,   022.203 ,  0002.575 ,	 0094.810 ,	  0003 ,    0392 ,  009.000 ,	 00308 ,    00140 ,	    00000 ,   001.235 ,  000.001 ,	   02810 ,	   01277 ,	 00002 ,    014.002 ,	 00121 ,    00000022 ,	   0000.01 ,	 0000.01 ,     00039
2019-05-23 12:07:26 ,  000008.466 ,   021.164 ,  0002.209 ,	 0093.490 ,	  0002 ,    0392 ,  008.000 ,	 00098 ,    00420 ,	    00000 ,   010.124 ,  000.001 ,	   02395 ,	   10265 ,	 00000 ,    014.002 ,	 01129 ,    00000010 ,	   0000.00 ,	 0000.00 ,     00110
2019-05-23 12:08:26 ,  000008.193 ,   020.481 ,  0002.214 ,	 0073.350 ,	  0003 ,    0397 ,  010.000 ,	 00251 ,    00321 ,	    00000 ,   003.853 ,  000.001 ,	   02621 ,	   03346 ,	 00001 ,    014.020 ,	 00384 ,    00000121 ,	   0000.02 ,	 0000.02 ,     00056
2019-05-23 12:09:26 ,  000008.380 ,   020.949 ,  0002.373 ,	 0089.030 ,	  0003 ,    0394 ,  009.000 ,	 00631 ,    00294 ,	    00000 ,   001.240 ,  000.001 ,	   03972 ,	   01848 ,	 00002 ,    014.027 ,	 00132 ,    00000033 ,	   0000.01 ,	 0000.01 ,     00040
2019-05-23 12:10:26 ,  000008.176 ,   020.441 ,  0002.184 ,	 0084.720 ,	  0003 ,    0393 ,  009.000 ,	 00415 ,    00311 ,	    00000 ,   001.934 ,  000.001 ,	   02481 ,	   01862 ,	 00001 ,    014.025 ,	 00210 ,    00000048 ,	   0000.01 ,	 0000.01 ,     00047
2019-05-23 12:11:26 ,  000008.725 ,   021.812 ,  0003.036 ,	 0082.540 ,	  0004 ,    0393 ,  008.000 ,	 00816 ,    00597 ,	    00000 ,   002.692 ,  000.001 ,	   02454 ,	   01795 ,	 00001 ,    014.051 ,	 00202 ,    00000026 ,	   0000.01 ,	 0000.01 ,     00449
2019-05-23 12:12:26 ,  000008.494 ,   021.234 ,  0002.941 ,	 0079.100 ,	  0004 ,    0397 ,  007.000 ,	 00574 ,    00297 ,	    00000 ,   001.923 ,  000.001 ,	   02623 ,	   01357 ,	 00002 ,    014.051 ,	 00147 ,    00000035 ,	   0000.01 ,	 0000.01 ,     00180
2019-05-23 12:13:26 ,  000007.414 ,   018.532 ,  0001.848 ,	 0083.050 ,	  0002 ,    0392 ,  008.000 ,	 00257 ,    00135 ,	    00000 ,   001.171 ,  000.001 ,	   02969 ,	   01563 ,	 00002 ,    014.063 ,	 00149 ,    00000036 ,	   0000.01 ,	 0000.01 ,     00039
2019-05-23 12:14:26 ,  000007.523 ,   018.805 ,  0001.969 ,	 0081.860 ,	  0002 ,    0393 ,  008.000 ,	 00271 ,    00217 ,	    00000 ,   001.924 ,  000.001 ,	   03130 ,	   02504 ,	 00001 ,    014.055 ,	 00221 ,    00000040 ,	   0000.01 ,	 0000.01 ,     00043
2019-05-23 12:15:26 ,  000003.790 ,   009.473 ,  0001.486 ,	 0097.610 ,	  0002 ,    0382 ,  004.000 ,	 00245 ,    00368 ,	    00000 ,   002.284 ,  000.001 ,	   02927 ,	   04391 ,	 00001 ,    014.072 ,	 00391 ,    00000028 ,	   0000.00 ,	 0000.01 ,     00065
2019-05-23 12:16:26 ,  000003.771 ,   009.427 ,  0001.546 ,	 0091.480 ,	  0002 ,    0382 ,  004.000 ,	 00337 ,    00100 ,	    00000 ,   000.500 ,  000.001 ,	   02945 ,	   00871 ,	 00003 ,    014.061 ,	 00081 ,    00000034 ,	   0000.02 ,	 0000.01 ,     00016
2019-05-23 12:17:26 ,  000003.918 ,   009.792 ,  0001.665 ,	 0093.120 ,	  0002 ,    0382 ,  004.000 ,	 00435 ,    00159 ,	    00000 ,   000.654 ,  000.001 ,	   03160 ,	   01156 ,	 00003 ,    014.064 ,	 00099 ,    00000063 ,	   0000.03 ,	 0000.01 ,     00026
2019-05-23 12:18:26 ,  000003.731 ,   009.326 ,  0001.415 ,	 0096.550 ,	  0001 ,    0382 ,  003.000 ,	 00375 ,    00662 ,	    00000 ,   002.586 ,  000.000 ,	   03033 ,	   05353 ,	 00001 ,    014.060 ,	 00456 ,    00000024 ,	   0000.00 ,	 0000.01 ,     00080
2019-05-23 12:19:26 ,  000002.804 ,   007.009 ,  0001.430 ,	 0098.710 ,	  0001 ,    0384 ,  002.000 ,	 00486 ,    01267 ,	    00000 ,   003.781 ,  000.000 ,	   02991 ,	   07803 ,	 00000 ,    014.046 ,	 00683 ,    00000154 ,	   0000.01 ,	 0000.02 ,     00103
2019-05-23 12:20:26 ,  000002.817 ,   007.041 ,  0001.396 ,	 0095.640 ,	  0001 ,    0382 ,  004.000 ,	 00275 ,    00916 ,	    00000 ,   004.867 ,  000.001 ,	   02778 ,	   09259 ,	 00000 ,    014.037 ,	 01473 ,    00001012 ,	   0000.03 ,	 0000.10 ,     00174
2019-05-23 12:21:26 ,  000003.681 ,   009.202 ,  0002.452 ,	 0094.280 ,	  0003 ,    0384 ,  003.000 ,	 00838 ,    01795 ,	    00000 ,   005.573 ,  000.001 ,	   02646 ,	   05671 ,	 00000 ,    014.009 ,	 00562 ,    00000360 ,	   0000.03 ,	 0000.06 ,     01388
2019-05-23 12:22:26 ,  000002.956 ,   007.389 ,  0001.671 ,	 0096.770 ,	  0002 ,    0381 ,  002.000 ,	 00646 ,    01076 ,	    00000 ,   002.879 ,  000.001 ,	   02422 ,	   04037 ,	 00001 ,    014.009 ,	 00860 ,    00000492 ,	   0000.03 ,	 0000.04 ,     00549
2019-05-23 12:23:26 ,  000002.557 ,   006.392 ,  0001.250 ,	 0097.470 ,	  0001 ,    0381 ,  002.000 ,	 00151 ,    00566 ,	    00000 ,   004.810 ,  000.001 ,	   02063 ,	   07740 ,	 00000 ,    014.008 ,	 01070 ,    00000285 ,	   0000.01 ,	 0000.04 ,     00149
2019-05-23 12:24:26 ,  000002.600 ,   006.500 ,  0001.304 ,	 0096.200 ,	  0001 ,    0383 ,  003.000 ,	 00164 ,    00252 ,	    00000 ,   002.085 ,  000.001 ,	   02327 ,	   03580 ,	 00001 ,    014.016 ,	 00403 ,    00000111 ,	   0000.01 ,	 0000.02 ,     00052
2019-05-23 12:25:26 ,  000002.724 ,   006.809 ,  0001.359 ,	 0095.990 ,	  0001 ,    0381 ,  003.000 ,	 00243 ,    00197 ,	    00000 ,   001.148 ,  000.001 ,	   02569 ,	   02083 ,	 00001 ,    014.018 ,	 00215 ,    00000128 ,	   0000.03 ,	 0000.02 ,     00055
2019-05-23 12:26:26 ,  000002.636 ,   006.590 ,  0001.331 ,	 0098.010 ,	  0001 ,    0381 ,  003.000 ,	 00389 ,    00417 ,	    00000 ,   001.455 ,  000.000 ,	   02747 ,	   02945 ,	 00001 ,    014.018 ,	 00278 ,    00000039 ,	   0000.01 ,	 0000.01 ,     00066
2019-05-23 12:27:26 ,  000002.654 ,   006.635 ,  0001.368 ,	 0095.680 ,	  0001 ,    0381 ,  002.000 ,	 00177 ,    00266 ,	    00000 ,   002.145 ,  000.001 ,	   02736 ,	   04104 ,	 00001 ,    014.052 ,	 00389 ,    00000030 ,	   0000.01 ,	 0000.01 ,     00074
2019-05-23 12:28:26 ,  000002.591 ,   006.476 ,  0001.259 ,	 0096.560 ,	  0001 ,    0381 ,  003.000 ,	 00165 ,    00078 ,	    00000 ,   000.611 ,  000.000 ,	   02742 ,	   01285 ,	 00002 ,    014.054 ,	 00124 ,    00000033 ,	   0000.01 ,	 0000.01 ,     00019
2019-05-23 12:29:26 ,  000002.550 ,   006.373 ,  0001.276 ,	 0097.320 ,	  0001 ,    0383 ,  002.000 ,	 00316 ,    00321 ,	    00000 ,   001.334 ,  000.000 ,	   02697 ,	   02744 ,	 00001 ,    014.085 ,	 00299 ,    00000219 ,	   0000.03 ,	 0000.04 ,     00042
2019-05-23 12:30:26 ,  000002.660 ,   006.649 ,  0001.303 ,	 0097.570 ,	  0001 ,    0381 ,  003.000 ,	 00015 ,    00064 ,	    00000 ,   005.723 ,  000.001 ,	   02455 ,	   10523 ,	 00000 ,    014.089 ,	 01105 ,    00000012 ,	   0000.00 ,	 0000.01 ,     00029
2019-05-23 12:31:26 ,  000003.739 ,   009.346 ,  0002.387 ,	 0094.070 ,	  0003 ,    0381 ,  004.000 ,	 00625 ,    01875 ,	    00000 ,   007.612 ,  000.001 ,	   02496 ,	   07488 ,	 00000 ,    014.089 ,	 00770 ,    00000119 ,	   0000.01 ,	 0000.02 ,     01716
2019-05-23 12:32:26 ,  000002.964 ,   007.409 ,  0001.673 ,	 0099.160 ,	  0002 ,    0380 ,  003.000 ,	 00486 ,    00633 ,	    00000 ,   002.201 ,  000.000 ,	   02455 ,	   03202 ,	 00001 ,    014.089 ,	 00338 ,    00000027 ,	   0000.01 ,	 0000.01 ,     00478
2019-05-23 12:33:26 ,  000002.531 ,   006.327 ,  0001.291 ,	 0097.330 ,	  0001 ,    0380 ,  003.000 ,	 00166 ,    00310 ,	    00000 ,   002.487 ,  000.001 ,	   02508 ,	   04704 ,	 00001 ,    014.089 ,	 00490 ,    00000070 ,	   0000.01 ,	 0000.01 ,     00085
2019-05-23 12:34:26 ,  000002.547 ,   006.366 ,  0001.278 ,	 0098.450 ,	  0001 ,    0382 ,  002.000 ,	 00109 ,    00186 ,	    00000 ,   002.225 ,  000.001 ,	   02236 ,	   03834 ,	 00001 ,    014.087 ,	 00443 ,    00000032 ,	   0000.00 ,	 0000.01 ,     00055
2019-05-23 12:35:26 ,  000002.588 ,   006.468 ,  0001.299 ,	 0097.680 ,	  0001 ,    0380 ,  002.000 ,	 00237 ,    00647 ,	    00000 ,   003.628 ,  000.001 ,	   02468 ,	   06730 ,	 00000 ,    014.090 ,	 00703 ,    00000014 ,	   0000.00 ,	 0000.00 ,     00147
2019-05-23 12:36:26 ,  000002.589 ,   006.470 ,  0001.233 ,	 0099.770 ,	  0001 ,    0380 ,  003.000 ,	 00196 ,    00842 ,	    00000 ,   005.297 ,  000.000 ,	   02447 ,	   10488 ,	 00000 ,    014.088 ,	 01095 ,    00000008 ,	   0000.00 ,	 0000.00 ,     00077
2019-05-23 12:37:26 ,  000003.359 ,   008.396 ,  0001.286 ,	 0099.230 ,	  0001 ,    0380 ,  003.000 ,	 00420 ,    00382 ,	    00000 ,   001.178 ,  000.000 ,	   02654 ,	   02412 ,	 00001 ,    014.087 ,	 00237 ,    00000064 ,	   0000.01 ,	 0000.01 ,     00045
2019-05-23 12:38:26 ,  000003.453 ,   008.631 ,  0001.325 ,	 0098.540 ,	  0001 ,    0380 ,  002.000 ,	 00434 ,    00237 ,	    00000 ,   000.734 ,  000.001 ,	   02613 ,	   01425 ,	 00002 ,    014.118 ,	 00150 ,    00000045 ,	   0000.02 ,	 0000.01 ,     00026
2019-05-23 12:39:26 ,  000002.499 ,   006.246 ,  0001.235 ,	 0099.140 ,	  0001 ,    0382 ,  002.000 ,	 00075 ,    00263 ,	    00000 ,   004.397 ,  000.001 ,	   02185 ,	   07715 ,	 00000 ,    014.116 ,	 00907 ,    00000012 ,	   0000.00 ,	 0000.00 ,     00081
2019-05-23 12:40:26 ,  000002.657 ,   006.642 ,  0001.327 ,	 0095.520 ,	  0001 ,    0382 ,  004.000 ,	 00299 ,    00165 ,	    00000 ,   000.764 ,  000.001 ,	   02453 ,	   01350 ,	 00002 ,    014.116 ,	 00147 ,    00000034 ,	   0000.01 ,	 0000.01 ,     00042
2019-05-23 12:41:26 ,  000003.729 ,   009.322 ,  0002.418 ,	 0094.760 ,	  0003 ,    0382 ,  004.000 ,	 00861 ,    01844 ,	    00000 ,   005.468 ,  000.001 ,	   02518 ,	   05396 ,	 00000 ,    014.109 ,	 00555 ,    00000030 ,	   0000.00 ,	 0000.01 ,     01301
2019-05-23 12:42:26 ,  000002.995 ,   007.487 ,  0001.739 ,	 0099.130 ,	  0002 ,    0381 ,  002.000 ,	 00647 ,    00924 ,	    00000 ,   002.507 ,  000.001 ,	   02282 ,	   03260 ,	 00001 ,    014.110 ,	 00371 ,    00000078 ,	   0000.01 ,	 0000.01 ,     00475
2019-05-23 12:43:26 ,  000002.669 ,   006.671 ,  0001.374 ,	 0093.960 ,	  0001 ,    0381 ,  003.000 ,	 00490 ,    00201 ,	    00000 ,   000.601 ,  000.001 ,	   02115 ,	   00869 ,	 00002 ,    014.110 ,	 00112 ,    00000097 ,	   0000.04 ,	 0000.02 ,     00023
