BEGINTIME,HOSTCUPSEC,HOSTCUPCT,CUPSEC,DBCPUTIMRATIO, AVGACTSESS,SESSCNT,LOAD,EXECPSEC,EXECPTXN,EXECPUSERCALL,RESPTPTXN,SQLRESPT,USERCALLSPSEC,USERCALLSPTXN,USERTXNPSEC,SHRFREEPCT,ENQRPTXN,DBBCHNGPTXN,REDOPSEC_MB,REDOPTXN_MB,PARSEPTXN
2019-05-24 07:58:21 ,  000003.955 ,   009.887 ,  0003.651 ,	 0095.990 ,	  0004 ,    0346 ,  004.000 ,	 00040 ,    00172 ,	    00000 ,   016.300 ,  000.002 ,	   01685 ,	   07221 ,	 00000 ,    014.861 ,	 01103 ,    00000030 ,	   0000.00 ,	 0000.01 ,     00036
2019-05-24 07:59:21 ,  000004.394 ,   010.984 ,  0003.965 ,	 0090.490 ,	  0004 ,    0350 ,  005.000 ,	 00645 ,    00070 ,	    00000 ,   000.475 ,  000.002 ,	   02416 ,	   00262 ,	 00009 ,    014.803 ,	 00041 ,    00000762 ,	   0002.32 ,	 0000.25 ,     00006
2019-05-24 08:00:21 ,  000012.687 ,   031.715 ,  0011.293 ,	 0072.010 ,	  0016 ,    0409 ,  014.000 ,	 27423 ,    00022 ,	    00001 ,   000.013 ,  000.000 ,	   34296 ,	   00028 ,	 01243 ,    014.481 ,	 00003 ,    00000010 ,	   0002.40 ,	 0000.00 ,     00001
2019-05-24 08:01:21 ,  000016.427 ,   041.070 ,  0014.684 ,	 0081.150 ,	  0018 ,    0431 ,  015.000 ,	 37163 ,    00029 ,	    00001 ,   000.014 ,  000.000 ,	   45113 ,	   00035 ,	 01296 ,    014.343 ,	 00004 ,    00000005 ,	   0001.09 ,	 0000.00 ,     00001
2019-05-24 08:02:21 ,  000011.586 ,   028.964 ,  0010.464 ,	 0081.500 ,	  0013 ,    0432 ,  011.000 ,	 24722 ,    00045 ,	    00001 ,   000.023 ,  000.000 ,	   29781 ,	   00054 ,	 00549 ,    014.303 ,	 00004 ,    00000007 ,	   0000.78 ,	 0000.00 ,     00001
2019-05-24 08:03:21 ,  000009.084 ,   022.705 ,  0008.181 ,	 0081.310 ,	  0010 ,    0430 ,  008.000 ,	 21411 ,    00061 ,	    00001 ,   000.029 ,  000.000 ,	   26384 ,	   00075 ,	 00350 ,    014.299 ,	 00004 ,    00000004 ,	   0000.26 ,	 0000.00 ,     00000
2019-05-24 08:04:21 ,  000007.765 ,   019.410 ,  0007.012 ,	 0081.560 ,	  0009 ,    0432 ,  008.000 ,	 16541 ,    00111 ,	    00001 ,   000.058 ,  000.000 ,	   20694 ,	   00139 ,	 00148 ,    014.271 ,	 00005 ,    00000004 ,	   0000.11 ,	 0000.00 ,     00000
2019-05-24 08:05:21 ,  000007.194 ,   017.983 ,  0006.463 ,	 0082.730 ,	  0008 ,    0430 ,  007.000 ,	 14441 ,    00140 ,	    00001 ,   000.076 ,  000.000 ,	   18246 ,	   00177 ,	 00103 ,    014.272 ,	 00005 ,    00000004 ,	   0000.07 ,	 0000.00 ,     00000
2019-05-24 08:06:21 ,  000007.231 ,   018.077 ,  0006.566 ,	 0082.820 ,	  0008 ,    0431 ,  008.000 ,	 13557 ,    00146 ,	    00001 ,   000.085 ,  000.000 ,	   17229 ,	   00185 ,	 00093 ,    014.265 ,	 00006 ,    00000004 ,	   0000.07 ,	 0000.00 ,     00000
2019-05-24 08:07:21 ,  000007.340 ,   018.346 ,  0006.738 ,	 0084.180 ,	  0008 ,    0430 ,  004.000 ,	 10890 ,    00170 ,	    00001 ,   000.125 ,  000.001 ,	   14165 ,	   00222 ,	 00064 ,    014.254 ,	 00007 ,    00000005 ,	   0000.05 ,	 0000.00 ,     00001
2019-05-24 08:08:21 ,  000006.077 ,   015.188 ,  0005.487 ,	 0081.980 ,	  0007 ,    0431 ,  006.000 ,	 09388 ,    00166 ,	    00001 ,   000.119 ,  000.001 ,	   12374 ,	   00219 ,	 00056 ,    014.249 ,	 00007 ,    00000005 ,	   0000.04 ,	 0000.00 ,     00000
2019-05-24 08:09:21 ,  000005.578 ,   013.941 ,  0005.069 ,	 0083.500 ,	  0006 ,    0433 ,  005.000 ,	 07130 ,    00174 ,	    00001 ,   000.148 ,  000.001 ,	   09607 ,	   00234 ,	 00041 ,    014.247 ,	 00010 ,    00000009 ,	   0000.07 ,	 0000.00 ,     00000
2019-05-24 08:10:21 ,  000004.736 ,   011.836 ,  0004.403 ,	 0079.970 ,	  0006 ,    0431 ,  004.000 ,	 01430 ,    00126 ,	    00000 ,   000.486 ,  000.002 ,	   02935 ,	   00259 ,	 00011 ,    014.162 ,	 00026 ,    00000170 ,	   0000.45 ,	 0000.04 ,     00003
2019-05-24 08:11:21 ,  000004.788 ,   011.969 ,  0004.483 ,	 0080.980 ,	  0006 ,    0431 ,  004.000 ,	 00470 ,    00532 ,	    00000 ,   006.266 ,  000.002 ,	   01550 ,	   01755 ,	 00001 ,    014.164 ,	 00291 ,    00000022 ,	   0000.00 ,	 0000.00 ,     00515
2019-05-24 08:12:21 ,  000004.488 ,   011.217 ,  0004.240 ,	 0097.540 ,	  0004 ,    0430 ,  004.000 ,	 00496 ,    02125 ,	    00000 ,   018.632 ,  000.001 ,	   01540 ,	   06599 ,	 00000 ,    014.152 ,	 01096 ,    00000006 ,	   0000.00 ,	 0000.00 ,     02080
2019-05-24 08:13:21 ,  000003.929 ,   009.822 ,  0003.634 ,	 0096.420 ,	  0004 ,    0431 ,  004.000 ,	 00007 ,    00032 ,	    00000 ,   016.156 ,  000.002 ,	   01539 ,	   06597 ,	 00000 ,    014.152 ,	 01098 ,    00000009 ,	   0000.00 ,	 0000.00 ,     00029
2019-05-24 08:14:21 ,  000003.726 ,   009.313 ,  0003.412 ,	 0090.630 ,	  0004 ,    0433 ,  003.000 ,	 00048 ,    00090 ,	    00000 ,   007.059 ,  000.002 ,	   01501 ,	   02815 ,	 00001 ,    014.146 ,	 00493 ,    00000047 ,	   0000.00 ,	 0000.01 ,     00034
2019-05-24 08:15:21 ,  000003.818 ,   009.543 ,  0003.486 ,	 0092.160 ,	  0004 ,    0431 ,  004.000 ,	 00085 ,    00134 ,	    00000 ,   005.973 ,  000.002 ,	   02176 ,	   03437 ,	 00001 ,    014.107 ,	 00413 ,    00000040 ,	   0000.01 ,	 0000.01 ,     00054
2019-05-24 08:16:21 ,  000003.912 ,   009.776 ,  0003.609 ,	 0095.330 ,	  0004 ,    0431 ,  004.000 ,	 00071 ,    00251 ,	    00000 ,   013.365 ,  000.002 ,	   02163 ,	   07634 ,	 00000 ,    014.078 ,	 00912 ,    00000009 ,	   0000.00 ,	 0000.00 ,     00071
2019-05-24 08:17:21 ,  000003.840 ,   009.597 ,  0003.504 ,	 0092.830 ,	  0004 ,    0431 ,  004.000 ,	 00319 ,    01065 ,	    00000 ,   012.583 ,  000.001 ,	   02522 ,	   08408 ,	 00000 ,    014.058 ,	 00877 ,    00000014 ,	   0000.00 ,	 0000.00 ,     00074
2019-05-24 08:18:21 ,  000003.808 ,   009.518 ,  0003.503 ,	 0094.500 ,	  0004 ,    0431 ,  003.000 ,	 00092 ,    00173 ,	    00000 ,   006.951 ,  000.002 ,	   01878 ,	   03522 ,	 00001 ,    014.036 ,	 00490 ,    00000070 ,	   0000.01 ,	 0000.01 ,     00050
