BEGINTIME,HOSTCUPSEC,HOSTCUPCT,CUPSEC,DBCPUTIMRATIO, AVGACTSESS,SESSCNT,LOAD,EXECPSEC,EXECPTXN,EXECPUSERCALL,RESPTPTXN,SQLRESPT,USERCALLSPSEC,USERCALLSPTXN,USERTXNPSEC,SHRFREEPCT,ENQRPTXN,DBBCHNGPTXN,REDOPSEC_MB,REDOPTXN_MB,PARSEPTXN
2019-05-22 05:58:52 ,  000003.861 ,   009.650 ,  0002.574 ,	 0081.250 ,	  0003 ,    0341 ,  001.000 ,	 00012 ,    00007 ,	    00001 ,   001.900 ,  000.043 ,	   00011 ,	   00006 ,	 00002 ,    016.175 ,	 00178 ,    00006056 ,	   0002.11 ,	 0001.26 ,     00005
2019-05-22 05:59:52 ,  000007.413 ,   018.532 ,  0004.734 ,	 0081.570 ,	  0006 ,    0356 ,  010.000 ,	 09131 ,    00017 ,	    00001 ,   000.010 ,  000.000 ,	   11065 ,	   00020 ,	 00553 ,    015.991 ,	 00003 ,    00000022 ,	   0003.59 ,	 0000.01 ,     00001
2019-05-22 06:00:52 ,  000009.161 ,   022.898 ,  0003.901 ,	 0078.020 ,	  0005 ,    0356 ,  007.000 ,	 10513 ,    00017 ,	    00001 ,   000.008 ,  000.000 ,	   12247 ,	   00020 ,	 00606 ,    015.987 ,	 00003 ,    00000005 ,	   0000.60 ,	 0000.00 ,     00001
2019-05-22 06:01:52 ,  000004.621 ,   011.551 ,  0002.245 ,	 0094.240 ,	  0002 ,    0341 ,  002.000 ,	 00818 ,    00035 ,	    00002 ,   000.102 ,  000.001 ,	   00409 ,	   00018 ,	 00023 ,    015.859 ,	 00015 ,    00000049 ,	   0000.24 ,	 0000.01 ,     00021
2019-05-22 06:02:52 ,  000003.346 ,   008.361 ,  0002.818 ,	 0095.310 ,	  0003 ,    0357 ,  006.000 ,	 00028 ,    00018 ,	    00002 ,   001.972 ,  000.018 ,	   00018 ,	   00012 ,	 00001 ,    015.743 ,	 00183 ,    00000155 ,	   0000.05 ,	 0000.03 ,     00012
2019-05-22 06:03:52 ,  000002.749 ,   006.871 ,  0001.291 ,	 0088.430 ,	  0001 ,    0350 ,  004.000 ,	 00033 ,    00017 ,	    00002 ,   000.756 ,  000.008 ,	   00017 ,	   00009 ,	 00002 ,    015.617 ,	 00148 ,    00001484 ,	   0000.60 ,	 0000.31 ,     00011
2019-05-22 06:04:52 ,  000007.058 ,   017.642 ,  0005.621 ,	 0095.850 ,	  0006 ,    0383 ,  010.000 ,	 00019 ,    00019 ,	    00001 ,   005.768 ,  000.051 ,	   00014 ,	   00014 ,	 00001 ,    015.538 ,	 00280 ,    00002566 ,	   0000.52 ,	 0000.51 ,     00014
2019-05-22 06:05:52 ,  000014.794 ,   036.988 ,  0013.338 ,	 0096.230 ,	  0014 ,    0401 ,  002.000 ,	 00006 ,    00028 ,	    00001 ,   059.420 ,  000.264 ,	   00006 ,	   00026 ,	 00000 ,    015.538 ,	 01129 ,    00007958 ,	   0000.37 ,	 0001.60 ,     00026
2019-05-22 06:06:52 ,  000004.690 ,   011.723 ,  0003.520 ,	 0092.980 ,	  0004 ,    0362 ,  009.000 ,	 00048 ,    00059 ,	    00004 ,   004.636 ,  000.020 ,	   00012 ,	   00014 ,	 00001 ,    015.510 ,	 00447 ,    00010943 ,	   0001.70 ,	 0002.08 ,     00048
2019-05-22 06:07:52 ,  000009.699 ,   024.245 ,  0008.160 ,	 0096.760 ,	  0008 ,    0365 ,  009.000 ,	 00009 ,    00030 ,	    00001 ,   028.113 ,  000.146 ,	   00008 ,	   00026 ,	 00000 ,    015.472 ,	 00894 ,    00009829 ,	   0000.64 ,	 0002.13 ,     00027
