BEGINTIME,HOSTCUPSEC,HOSTCUPCT,CUPSEC,DBCPUTIMRATIO, AVGACTSESS,SESSCNT,LOAD,EXECPSEC,EXECPTXN,EXECPUSERCALL,RESPTPTXN,SQLRESPT,USERCALLSPSEC,USERCALLSPTXN,USERTXNPSEC,SHRFREEPCT,ENQRPTXN,DBBCHNGPTXN,REDOPSEC_MB,REDOPTXN_MB,PARSEPTXN
2019-05-21 23:58:57 ,  000001.463 ,   003.657 ,  0001.004 ,	 0100.010 ,	  0001 ,    0267 ,  001.000 ,	 00003 ,    00013 ,	    00001 ,   004.303 ,  000.036 ,	   00003 ,	   00013 ,	 00000 ,    010.073 ,	 01099 ,    00000014 ,	   0000.00 ,	 0000.00 ,     00011
2019-05-21 23:59:57 ,  000001.730 ,   004.322 ,  0001.007 ,	 0099.700 ,	  0001 ,    0267 ,  001.000 ,	 00034 ,    00076 ,	    00008 ,   002.245 ,  000.009 ,	   00004 ,	   00010 ,	 00000 ,    010.041 ,	 00725 ,    00003561 ,	   0001.43 ,	 0003.17 ,     00038
2019-05-22 00:00:57 ,  000015.117 ,   037.787 ,  0013.177 ,	 0045.920 ,	  0029 ,    0350 ,  022.000 ,	 01386 ,    00186 ,	    00002 ,   003.845 ,  000.003 ,	   00804 ,	   00108 ,	 00007 ,    009.878 ,	 00129 ,    00000351 ,	   0000.41 ,	 0000.06 ,     00081
2019-05-22 00:01:56 ,  000018.163 ,   045.410 ,  0016.959 ,	 0034.730 ,	  0049 ,    0269 ,  018.000 ,	 01217 ,    00238 ,	    00002 ,   009.534 ,  000.005 ,	   00704 ,	   00137 ,	 00005 ,    009.951 ,	 00155 ,    00000524 ,	   0000.43 ,	 0000.08 ,     00137
2019-05-22 00:02:57 ,  000016.987 ,   042.463 ,  0014.310 ,	 0045.130 ,	  0032 ,    0269 ,  003.000 ,	 01704 ,    00134 ,	    00002 ,   002.501 ,  000.003 ,	   00848 ,	   00067 ,	 00013 ,    009.845 ,	 00084 ,    00000270 ,	   0000.56 ,	 0000.04 ,     00031
2019-05-22 00:03:57 ,  000021.169 ,   052.922 ,  0018.258 ,	 0043.500 ,	  0042 ,    0269 ,  018.000 ,	 01039 ,    00140 ,	    00002 ,   005.654 ,  000.006 ,	   00492 ,	   00066 ,	 00007 ,    009.781 ,	 00101 ,    00000324 ,	   0000.39 ,	 0000.05 ,     00032
2019-05-22 00:04:57 ,  000024.580 ,   061.450 ,  0021.336 ,	 0029.710 ,	  0072 ,    0351 ,  024.000 ,	 00182 ,    00194 ,	    00001 ,   076.931 ,  000.054 ,	   00234 ,	   00251 ,	 00001 ,    009.705 ,	 00448 ,    00000501 ,	   0000.07 ,	 0000.08 ,     00070
2019-05-22 00:05:57 ,  000015.668 ,   039.168 ,  0013.427 ,	 0042.070 ,	  0032 ,    0351 ,  015.000 ,	 01160 ,    00170 ,	    00001 ,   004.682 ,  000.003 ,	   01219 ,	   00179 ,	 00007 ,    009.503 ,	 00176 ,    00000384 ,	   0000.42 ,	 0000.06 ,     00056
2019-05-22 00:06:56 ,  000020.065 ,   050.162 ,  0007.599 ,	 0020.820 ,	  0037 ,    0269 ,  037.000 ,	 00889 ,    00142 ,	    00001 ,   005.841 ,  000.004 ,	   00679 ,	   00109 ,	 00006 ,    009.502 ,	 00131 ,    00000361 ,	   0000.36 ,	 0000.06 ,     00041
2019-05-22 00:07:57 ,  000022.856 ,   057.143 ,  0013.105 ,	 0034.490 ,	  0038 ,    0349 ,  037.000 ,	 01261 ,    00131 ,	    00003 ,   003.960 ,  000.005 ,	   00504 ,	   00053 ,	 00010 ,    009.416 ,	 00085 ,    00000253 ,	   0000.40 ,	 0000.04 ,     00028
2019-05-22 00:08:57 ,  000011.271 ,   028.175 ,  0009.481 ,	 0041.140 ,	  0023 ,    0349 ,  007.000 ,	 01294 ,    00150 ,	    00002 ,   002.677 ,  000.002 ,	   00679 ,	   00079 ,	 00009 ,    009.436 ,	 00105 ,    00000280 ,	   0000.40 ,	 0000.05 ,     00033
2019-05-22 00:09:57 ,  000025.106 ,   062.769 ,  0022.734 ,	 0031.440 ,	  0072 ,    0351 ,  063.000 ,	 00166 ,    00151 ,	    00001 ,   065.787 ,  000.053 ,	   00270 ,	   00246 ,	 00001 ,    009.426 ,	 00391 ,    00000258 ,	   0000.05 ,	 0000.04 ,     00069
