BEGINTIME,HOSTCUPSEC,HOSTCUPCT,CUPSEC,DBCPUTIMRATIO, AVGACTSESS,SESSCNT,LOAD,EXECPSEC,EXECPTXN,EXECPUSERCALL,RESPTPTXN,SQLRESPT,USERCALLSPSEC,USERCALLSPTXN,USERTXNPSEC,SHRFREEPCT,ENQRPTXN,DBBCHNGPTXN,REDOPSEC_MB,REDOPTXN_MB,PARSEPTXN
2019-05-23 17:58:26 ,  000001.994 ,   004.984 ,  0001.745 ,	 0098.450 ,	  0002 ,    0390 ,  002.000 ,	 00008 ,    00034 ,	    00001 ,   007.594 ,  000.042 ,	   00010 ,	   00044 ,	 00000 ,    015.618 ,	 01103 ,    00000012 ,	   0000.00 ,	 0000.00 ,     00030
2019-05-23 17:59:26 ,  000001.960 ,   004.898 ,  0001.729 ,	 0098.190 ,	  0002 ,    0392 ,  002.000 ,	 00006 ,    00024 ,	    00001 ,   006.602 ,  000.047 ,	   00008 ,	   00030 ,	 00000 ,    015.616 ,	 00971 ,    00000017 ,	   0000.00 ,	 0000.00 ,     00024
2019-05-23 18:00:26 ,  000002.127 ,   005.318 ,  0001.767 ,	 0097.460 ,	  0002 ,    0390 ,  004.000 ,	 00042 ,    00096 ,	    00005 ,   004.183 ,  000.013 ,	   00008 ,	   00019 ,	 00000 ,    015.648 ,	 00745 ,    00003787 ,	   0001.45 ,	 0003.35 ,     00060
2019-05-23 18:01:26 ,  000003.071 ,   007.677 ,  0002.848 ,	 0095.180 ,	  0003 ,    0390 ,  003.000 ,	 00557 ,    02389 ,	    00062 ,   012.828 ,  000.002 ,	   00009 ,	   00039 ,	 00000 ,    015.648 ,	 01099 ,    00000013 ,	   0000.00 ,	 0000.00 ,     02387
2019-05-23 18:02:26 ,  000002.485 ,   006.212 ,  0002.303 ,	 0099.140 ,	  0002 ,    0389 ,  002.000 ,	 00362 ,    01359 ,	    00007 ,   008.712 ,  000.002 ,	   00050 ,	   00188 ,	 00000 ,    015.647 ,	 00958 ,    00000007 ,	   0000.00 ,	 0000.00 ,     01255
2019-05-23 18:03:26 ,  000002.022 ,   005.054 ,  0001.764 ,	 0098.740 ,	  0002 ,    0393 ,  002.000 ,	 00040 ,    00170 ,	    00001 ,   007.656 ,  000.023 ,	   00047 ,	   00201 ,	 00000 ,    015.647 ,	 01117 ,    00000014 ,	   0000.00 ,	 0000.00 ,     00047
2019-05-23 18:04:26 ,  000001.965 ,   004.910 ,  0001.742 ,	 0098.530 ,	  0002 ,    0391 ,  002.000 ,	 00008 ,    00034 ,	    00001 ,   007.075 ,  000.043 ,	   00009 ,	   00036 ,	 00000 ,    015.647 ,	 01026 ,    00000064 ,	   0000.00 ,	 0000.01 ,     00024
2019-05-23 18:05:26 ,  000002.021 ,   005.052 ,  0001.747 ,	 0098.650 ,	  0002 ,    0389 ,  002.000 ,	 00010 ,    00043 ,	    00001 ,   007.588 ,  000.041 ,	   00019 ,	   00079 ,	 00000 ,    015.649 ,	 01098 ,    00000012 ,	   0000.01 ,	 0000.02 ,     00031
2019-05-23 18:06:26 ,  000002.055 ,   005.136 ,  0001.818 ,	 0097.740 ,	  0002 ,    0389 ,  002.000 ,	 00056 ,    00210 ,	    00001 ,   006.975 ,  000.019 ,	   00073 ,	   00272 ,	 00000 ,    015.649 ,	 00960 ,    00000012 ,	   0000.00 ,	 0000.00 ,     00042
2019-05-23 18:07:26 ,  000002.033 ,   005.082 ,  0001.784 ,	 0098.530 ,	  0002 ,    0389 ,  002.000 ,	 00032 ,    00108 ,	    00001 ,   006.037 ,  000.024 ,	   00050 ,	   00168 ,	 00000 ,    015.649 ,	 00853 ,    00000015 ,	   0000.00 ,	 0000.00 ,     00038
2019-05-23 18:08:26 ,  000002.062 ,   005.153 ,  0001.764 ,	 0098.530 ,	  0002 ,    0389 ,  002.000 ,	 00016 ,    00069 ,	    00002 ,   007.673 ,  000.030 ,	   00010 ,	   00041 ,	 00000 ,    015.647 ,	 01173 ,    00000169 ,	   0000.01 ,	 0000.02 ,     00057
